0,1,2
0,0.9939860087346408,0.9535943157946754
1,0.9459808054176878,0.9041140996646941
2,0.9920021835878235,0.9245612186996727
3,0.9759193768804322,0.0879588242554602
4,0.9889025667839333,0.9366070225321957
5,0.9523684116394446,0.12748819082907248
6,0.9807318905926748,0.7864687951352067
7,0.7504989463409658,0.7731344151535054
8,0.9723755925931516,0.6614291396694062
9,0.9767934359378985,0.6612628798349374
10,0.978438352581553,0.6581104755973353
11,0.9749196045441834,0.6706795201981695
12,0.9745615562745265,0.04573534666347878
13,0.9887991295635836,0.8578906162875762
14,0.8841476949069889,0.41540538807013216
15,0.9846122142715854,0.8586421477081481
16,0.9099976841478528,0.09401320283239223
17,0.9750043703200046,0.6869666547953807
18,0.598417113406509,0.07297619107365327
19,0.9708287441824202,0.4983661752928772
20,0.9268336788175557,0.4604451155188346
21,0.8708303387448979,0.6549713515478082
22,0.8899544335122297,0.5991371576497699
23,0.9565111657562597,0.9257150232585512
24,0.9781231379110265,0.9311056586029212
25,0.9828052298617191,0.787152116729046
26,0.920825434540237,0.16089885654896718
27,0.9765474743514043,0.8057276704206753
28,0.9965328321960745,0.9267592208849507
29,0.964859497805841,0.5034019674870513
30,0.9836492080126606,0.5306786242560377
31,0.9836194709395552,0.9442355186788766
32,0.9780347595757762,0.8718954116790305
33,0.6922555716636201,0.3408963200597773
34,0.957299567965125,0.8575721327217806
35,0.8773557084959933,0.452915607680646
36,0.9731591417679708,0.32154155420810737
37,0.9829851003989784,0.8598920705315539
38,0.9297266566789351,0.35661632784451003
39,0.8770594743306829,0.24480098743842504
40,0.9197346000265691,0.5941608007717236
41,0.8356961525911164,0.25107651653220087
42,0.9920714225801461,0.9657433603911786
43,0.9438633989566931,0.8639259352127203
44,0.9903426811076034,0.8676051987786604
45,0.9941079607241091,0.8142697379294299
46,0.9349283557013957,0.6146370620503511
47,0.947563794329632,0.8394051284364458
48,0.8478091800528429,0.20137427034325706
49,0.8798117793282361,0.49155997702008225
50,0.931270451359557,0.5749533375225249
51,0.9618964910102717,0.29369456758341206
52,0.9460745826836972,0.7743102550245873
53,0.956614782099769,0.5619368682863218
54,0.977441746218946,0.809634889658112
55,0.9666555423942593,0.7269695119474102
56,0.9620344524486159,0.17500893581444987
57,0.965925131136834,0.487119163317695
58,0.9755719259236663,0.41643948748474424
59,0.9922868559265869,0.8542090061294493
60,0.6439193829469927,0.09088144470325221
61,0.9716907561265427,0.655302641594647
62,0.989497582696055,0.9217427074066384
63,0.8144404179386563,0.37309473875427357
64,0.9761379661774933,0.8549553632009264
65,0.9924967177059842,0.8762203379636428
66,0.9860124764373698,0.9588130219182722
67,0.8861955248888812,0.3540537098178945
68,0.9782660562883443,0.15268382554750948
69,0.9854461407653704,0.5026442966839265
70,0.9859508775562276,0.9253273564894785
71,0.9248136010651012,0.07137356056603339
72,0.9696649371409305,0.7489220232365001
73,0.9096028940695542,0.11456898303053409
74,0.7108033213605985,0.44015356812073403
75,0.6653489271666351,0.18162296109580423
76,0.9526054288375005,0.30508370613266134
77,0.933633811744339,0.11253507810106833
78,0.9046415792732216,0.41481243466801654
79,0.8566100571623727,0.17606749707681368
80,0.9821571297735185,0.8566392886015678
81,0.973265008534189,0.5340311497458835
82,0.8390951754827668,0.4357048817170114
83,0.8720495717840362,0.37775998966399216
84,0.6614584214981143,0.08298952042077046
85,0.7682406808671999,0.20401306021327958
86,0.9885821525351746,0.9015004551541583
87,0.9804260919664683,0.7845595846917084
88,0.9891389430032093,0.5234418294710477
89,0.9865720844049641,0.9342708094738619
90,0.9662461589852774,0.8510332886637879
91,0.95254760923939,0.15917001425191213
92,0.9962291729179621,0.9438156374317511
93,0.8786530699527254,0.5276549820224508
94,0.8259402640088533,0.33561137818860265
95,0.8599148891424815,0.6538233571145857
96,0.5089884155240085,0.05487273289142147
